"category"	"over_represented_pvalue"	"under_represented_pvalue"	"numDEInCat"	"numInCat"	"term"	"ontology"
"GO:0048732"	2.22624082847384e-05	0.999988893661893	61	282	"gland development"	"BP"
"GO:0019955"	2.24244469739035e-05	0.999993875647769	21	63	"cytokine binding"	"MF"
"GO:0016337"	2.29799896745646e-05	0.999986572396542	99	524	"single organismal cell-cell adhesion"	"BP"
"GO:0050818"	2.3221708040367e-05	0.999993140185764	23	73	"regulation of coagulation"	"BP"
"GO:0030278"	2.33762544450585e-05	0.999990868231691	35	134	"regulation of ossification"	"BP"
"GO:0005125"	2.3934586428486e-05	0.999992179841984	26	92	"cytokine activity"	"MF"
"GO:1901343"	2.51364802151039e-05	0.999993054655888	21	64	"negative regulation of vasculature development"	"BP"
"GO:0050431"	2.57709146739253e-05	0.999997741039425	9	15	"transforming growth factor beta binding"	"MF"
"00330"	2.67156958897294e-05	0.999993894023194	17	46	"Arginine and proline metabolism"	"KEGG"
"GO:0044723"	2.8287930015666e-05	0.999983557041953	95	496	"single-organism carbohydrate metabolic process"	"BP"
"GO:0061045"	2.86097833511051e-05	0.999993422865862	17	46	"negative regulation of wound healing"	"BP"
"GO:0007186"	2.87660003883471e-05	0.999984753077333	71	347	"G-protein coupled receptor signaling pathway"	"BP"
"GO:0005319"	2.91916963067242e-05	0.999991196419275	23	75	"lipid transporter activity"	"MF"
"GO:0048729"	3.04474997597317e-05	0.999982682790751	87	443	"tissue morphogenesis"	"BP"
"GO:0046496"	3.08458304204409e-05	0.999988564254724	31	116	"nicotinamide nucleotide metabolic process"	"BP"
"GO:0061448"	3.16826009213286e-05	0.999986666468428	39	157	"connective tissue development"	"BP"
"04080"	3.38610479376956e-05	0.999988454874036	27	94	"Neuroactive ligand-receptor interaction"	"KEGG"
"GO:0006796"	3.39900582103747e-05	0.999974713222746	329	2135	"phosphate-containing compound metabolic process"	"BP"
"GO:0042803"	3.43992030055645e-05	0.99997909312751	108	590	"protein homodimerization activity"	"MF"
"GO:0060284"	3.55004566311372e-05	0.999978097262988	115	629	"regulation of cell development"	"BP"
"GO:0007399"	3.67274264834544e-05	0.999974279080501	215	1308	"nervous system development"	"BP"
"GO:0019362"	3.68521453921401e-05	0.99998618268909	31	117	"pyridine nucleotide metabolic process"	"BP"
"GO:0048520"	3.69911993533355e-05	0.999987259488299	27	97	"positive regulation of behavior"	"BP"
"GO:0050921"	3.70866972218866e-05	0.999987868790849	25	87	"positive regulation of chemotaxis"	"BP"
"GO:0018108"	3.76879036315225e-05	0.999982054195955	51	227	"peptidyl-tyrosine phosphorylation"	"BP"
"GO:0007160"	3.78732314692943e-05	0.999984337492474	37	147	"cell-matrix adhesion"	"BP"
"GO:0005160"	3.82568089708957e-05	0.999992065230506	15	38	"transforming growth factor beta receptor binding"	"MF"
"GO:2000181"	3.88412115090657e-05	0.9999892991363	20	61	"negative regulation of blood vessel morphogenesis"	"BP"
"GO:0019637"	3.8922442508796e-05	0.999975300230894	126	720	"organophosphate metabolic process"	"BP"
"03010"	4.15345787454557e-05	0.999987529118398	21	85	"Ribosome"	"KEGG"
"GO:0030855"	4.15593418491091e-05	0.999977509309537	71	348	"epithelial cell differentiation"	"BP"
"GO:0008514"	4.18321737312428e-05	0.999984234827983	31	115	"organic anion transmembrane transporter activity"	"MF"
"GO:0010576"	4.27282145694838e-05	0.999998510210139	6	8	"metalloenzyme regulator activity"	"MF"
"GO:0031644"	4.31033542927733e-05	0.999990263758037	16	43	"regulation of neurological system process"	"BP"
"GO:0046890"	4.39301539311416e-05	0.999983677039027	30	112	"regulation of lipid biosynthetic process"	"BP"
"GO:0008289"	4.47449176596073e-05	0.999973760177402	91	482	"lipid binding"	"MF"
"GO:0032964"	4.62747382720843e-05	0.99999164013274	13	31	"collagen biosynthetic process"	"BP"
"GO:0044724"	4.78259873574531e-05	0.999983691203653	26	91	"single-organism carbohydrate catabolic process"	"BP"
"GO:0018212"	4.82239196502013e-05	0.999976789234782	51	229	"peptidyl-tyrosine modification"	"BP"
"GO:0009064"	4.85528708272642e-05	0.999987573824684	18	52	"glutamine family amino acid metabolic process"	"BP"
"GO:0010594"	4.8616274194247e-05	0.99998426242905	24	82	"regulation of endothelial cell migration"	"BP"
"GO:0052548"	5.01039005091136e-05	0.99997547121134	52	242	"regulation of endopeptidase activity"	"BP"
"GO:0097006"	5.02179926149994e-05	0.999987689482309	17	49	"regulation of plasma lipoprotein particle levels"	"BP"
"GO:0019432"	5.10327159765449e-05	0.99999068557806	13	31	"triglyceride biosynthetic process"	"BP"
"GO:0016709"	5.19988778557382e-05	0.999989619445775	14	35	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"	"MF"
"GO:0001667"	5.31492204288038e-05	0.99997415479244	51	231	"ameboidal-type cell migration"	"BP"
"GO:0007169"	5.32892804492322e-05	0.999970193366921	77	387	"transmembrane receptor protein tyrosine kinase signaling pathway"	"BP"
"GO:0060191"	5.4737874570155e-05	0.999985028344428	19	59	"regulation of lipase activity"	"BP"
"GO:0009966"	5.65039274478257e-05	0.999958420724052	275	1748	"regulation of signal transduction"	"BP"
"GO:0050790"	5.76700477053604e-05	0.999959066249526	217	1345	"regulation of catalytic activity"	"BP"
"GO:0048771"	5.88942295672847e-05	0.999977286496831	31	118	"tissue remodeling"	"BP"
"GO:0008509"	6.03494773988948e-05	0.999973701999851	39	161	"anion transmembrane transporter activity"	"MF"
"GO:0034097"	6.04759446389675e-05	0.999965827213803	77	395	"response to cytokine"	"BP"
"GO:0016525"	6.06812925455723e-05	0.999983322410274	19	58	"negative regulation of angiogenesis"	"BP"
"GO:0042476"	6.14216460102123e-05	0.999982409676415	20	62	"odontogenesis"	"BP"
"GO:0042180"	6.16096722649232e-05	0.999972758592449	40	169	"cellular ketone metabolic process"	"BP"
"GO:0050673"	6.17104428858101e-05	0.999968390588769	57	270	"epithelial cell proliferation"	"BP"
"GO:0051128"	6.45804721450424e-05	0.999952704125402	260	1650	"regulation of cellular component organization"	"BP"
"GO:0009914"	6.47827473200514e-05	0.999969496562603	46	205	"hormone transport"	"BP"
"GO:0002688"	6.57252953605035e-05	0.999980164199227	21	70	"regulation of leukocyte chemotaxis"	"BP"
"GO:0016616"	6.76490236008655e-05	0.999975146715034	28	105	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"MF"
"GO:0030282"	6.89595578461022e-05	0.99998000961962	20	63	"bone mineralization"	"BP"
"GO:0019199"	7.10814230606841e-05	0.999979409261098	20	62	"transmembrane receptor protein kinase activity"	"MF"
"GO:0004364"	7.48114344020908e-05	0.999987889257686	11	27	"glutathione transferase activity"	"MF"
"GO:0019395"	7.71188931168319e-05	0.999974931838065	23	78	"fatty acid oxidation"	"BP"
"GO:0003824"	7.78568625230634e-05	0.999937680004207	633	4442	"catalytic activity"	"MF"
"GO:0001558"	7.93851964951865e-05	0.999958905609337	57	272	"regulation of cell growth"	"BP"
"GO:0005178"	8.68414407177251e-05	0.999971529890122	23	78	"integrin binding"	"MF"
"GO:0051216"	8.68500288618377e-05	0.999966312969752	30	114	"cartilage development"	"BP"
"GO:0051966"	8.90808035211141e-05	0.999985959665556	11	24	"regulation of synaptic transmission, glutamatergic"	"BP"
"GO:0042310"	8.91095356654333e-05	0.99997579843837	18	54	"vasoconstriction"	"BP"
"GO:0042493"	9.09307702488392e-05	0.99995650263421	46	206	"response to drug"	"BP"
"GO:0003013"	9.34112431950427e-05	0.999952239890518	54	256	"circulatory system process"	"BP"
"GO:0034440"	9.55817716366654e-05	0.999968383726259	23	79	"lipid oxidation"	"BP"
"GO:0006939"	9.90967444149413e-05	0.999972737435586	18	55	"smooth muscle contraction"	"BP"
"GO:0019184"	0.000101333736608315	0.999992926080785	7	11	"nonribosomal peptide biosynthetic process"	"BP"
"GO:0006957"	0.000101674167498879	0.999992898237063	7	11	"complement activation, alternative pathway"	"BP"
"GO:0060395"	0.000102920661395772	0.999973008923694	17	50	"SMAD protein signal transduction"	"BP"
"GO:0048583"	0.000103702134374778	0.999920243460748	358	2376	"regulation of response to stimulus"	"BP"
"GO:0007162"	0.000105638276297283	0.999951355515285	41	179	"negative regulation of cell adhesion"	"BP"
"GO:0005342"	0.000106805317456526	0.999962361129862	25	89	"organic acid transmembrane transporter activity"	"MF"
"GO:0006090"	0.000106896845694523	0.999964284711253	23	80	"pyruvate metabolic process"	"BP"
"GO:0006749"	0.000107599616393652	0.99997437749824	15	44	"glutathione metabolic process"	"BP"
"GO:0009725"	0.000110808099142503	0.999934345591141	84	442	"response to hormone"	"BP"
"GO:0008037"	0.000110891621494167	0.999969198594	18	55	"cell recognition"	"BP"
"GO:0072593"	0.000113383961386446	0.999946943089728	42	189	"reactive oxygen species metabolic process"	"BP"
"GO:0005975"	0.000114255272732754	0.999928851587473	101	553	"carbohydrate metabolic process"	"BP"
"GO:0019318"	0.000116096289407955	0.999946285030696	41	179	"hexose metabolic process"	"BP"
"GO:0002690"	0.000118782572851335	0.999966465131072	18	58	"positive regulation of leukocyte chemotaxis"	"BP"
"GO:0050839"	0.00011982448533079	0.999949231986036	34	138	"cell adhesion molecule binding"	"MF"
"GO:0055086"	0.000120473131507293	0.999927423369548	88	486	"nucleobase-containing small molecule metabolic process"	"BP"
"GO:0000904"	0.000120555954771132	0.999925930061326	95	512	"cell morphogenesis involved in differentiation"	"BP"
"GO:0043277"	0.000122663339038257	0.999979544548603	11	25	"apoptotic cell clearance"	"BP"
"GO:0006536"	0.000123972125439781	0.999982007107176	10	21	"glutamate metabolic process"	"BP"
"GO:0006006"	0.000125013635662203	0.999945314757732	36	151	"glucose metabolic process"	"BP"
"GO:0048248"	0.000125467092455153	1	4	4	"CXCR3 chemokine receptor binding"	"MF"
"GO:0004857"	0.000126386477260311	0.999936738672918	49	233	"enzyme inhibitor activity"	"MF"
"GO:0006733"	0.000126533009443223	0.999947751108771	32	130	"oxidoreduction coenzyme metabolic process"	"BP"
"GO:0051248"	0.000127321149340392	0.999915285693022	133	775	"negative regulation of protein metabolic process"	"BP"
"GO:0050840"	0.00012772768757095	0.999969423019991	15	42	"extracellular matrix binding"	"MF"
"GO:0044344"	0.000136993531098673	0.999962986164633	17	51	"cellular response to fibroblast growth factor stimulus"	"BP"
"GO:0061138"	0.000137081490164433	0.999938964447125	37	156	"morphogenesis of a branching epithelium"	"BP"
"GO:0009117"	0.000138608232201543	0.999918182803249	80	435	"nucleotide metabolic process"	"BP"
"GO:0090287"	0.000140533201661306	0.999935066741372	40	173	"regulation of cellular response to growth factor stimulus"	"BP"
"00480"	0.000144922423591969	0.999962095004217	16	50	"Glutathione metabolism"	"KEGG"
"GO:0015291"	0.000145964821316339	0.999933234001687	39	166	"secondary active transmembrane transporter activity"	"MF"
"GO:0016052"	0.00015378278776131	0.999942831432582	26	97	"carbohydrate catabolic process"	"BP"
"GO:0061061"	0.000157677479615464	0.999907123205317	78	411	"muscle structure development"	"BP"
"GO:0031401"	0.000163174181172557	0.999890739980641	133	774	"positive regulation of protein modification process"	"BP"
"GO:0051962"	0.000165791729446845	0.999906571836505	67	338	"positive regulation of nervous system development"	"BP"
"GO:0042398"	0.000166200105267465	0.999961491735019	14	39	"cellular modified amino acid biosynthetic process"	"BP"
"GO:0006950"	0.000166960010295034	0.999870531221121	356	2392	"response to stress"	"BP"
"GO:0006753"	0.000167195101336134	0.999900150887511	81	444	"nucleoside phosphate metabolic process"	"BP"
"GO:0010634"	0.000168940271925111	0.999943127513841	22	77	"positive regulation of epithelial cell migration"	"BP"
"GO:0050877"	0.000175381109703969	0.999895954014148	79	417	"neurological system process"	"BP"
"GO:0032269"	0.000182224544443633	0.999879195276255	124	720	"negative regulation of cellular protein metabolic process"	"BP"
"GO:0002009"	0.000183075411189093	0.999894648776755	71	363	"morphogenesis of an epithelium"	"BP"
"GO:0050662"	0.000185050101621759	0.999913096330887	40	177	"coenzyme binding"	"MF"
"GO:0015245"	0.000195738671819878	0.999988693000382	6	9	"fatty acid transporter activity"	"MF"
"GO:0046165"	0.000196825423336272	0.999923689239901	27	105	"alcohol biosynthetic process"	"BP"
"GO:0004383"	0.000202343651478227	0.999995071017384	5	6	"guanylate cyclase activity"	"MF"
"GO:0001936"	0.000205828541413261	0.99993156416891	21	74	"regulation of endothelial cell proliferation"	"BP"
"GO:0071813"	0.000208745728652711	0.999966188369894	10	23	"lipoprotein particle binding"	"MF"
"GO:0071814"	0.000208745728652711	0.999966188369894	10	23	"protein-lipid complex binding"	"MF"
"GO:0051960"	0.000216034643331334	0.99986280529889	100	554	"regulation of nervous system development"	"BP"
"GO:0001763"	0.000216383261386742	0.99989983920939	38	165	"morphogenesis of a branching structure"	"BP"
"GO:0050880"	0.000216877099647922	0.999917248294014	26	99	"regulation of blood vessel size"	"BP"
"GO:0022008"	0.000218454423686227	0.999846912591132	162	975	"neurogenesis"	"BP"
"GO:0071774"	0.000219267468875215	0.999937696431085	17	53	"response to fibroblast growth factor"	"BP"
"GO:0060485"	0.000220595263480545	0.999901615042662	35	147	"mesenchyme development"	"BP"
"GO:1902547"	0.000223590293041129	0.999986741571903	6	9	"regulation of cellular response to vascular endothelial growth factor stimulus"	"BP"
"GO:0019693"	0.000225422198644211	0.999874628981571	61	317	"ribose phosphate metabolic process"	"BP"
"GO:0016042"	0.000228022874910671	0.999889381493744	42	191	"lipid catabolic process"	"BP"
"GO:0001101"	0.000228062378355243	0.999895287592306	37	161	"response to acid chemical"	"BP"
"GO:0090066"	0.000228232639552317	0.999869518380971	67	344	"regulation of anatomical structure size"	"BP"
"GO:1902533"	0.000233804304760777	0.999848181260194	109	621	"positive regulation of intracellular signal transduction"	"BP"
"GO:0008028"	0.000237283184140751	0.999946909428385	13	35	"monocarboxylic acid transmembrane transporter activity"	"MF"
"GO:0046943"	0.000238367307394238	0.999912792468937	24	88	"carboxylic acid transmembrane transporter activity"	"MF"
"GO:0008015"	0.000246473695573892	0.999869754629681	52	253	"blood circulation"	"BP"
"GO:0016645"	0.000246701914377722	0.999953846302021	11	27	"oxidoreductase activity, acting on the CH-NH group of donors"	"MF"
"GO:0050678"	0.000246777233908471	0.999874398605275	47	222	"regulation of epithelial cell proliferation"	"BP"
"GO:0034381"	0.000251746057922641	0.999952202107652	11	28	"plasma lipoprotein particle clearance"	"BP"
"GO:0051049"	0.000255797118167716	0.99981454225443	195	1222	"regulation of transport"	"BP"
"GO:0044092"	0.000255932552431382	0.999828949142784	123	722	"negative regulation of molecular function"	"BP"
"GO:0035150"	0.000258925625360856	0.999899865632511	26	100	"regulation of tube size"	"BP"
"GO:0050731"	0.000262746454500192	0.999896018080138	27	106	"positive regulation of peptidyl-tyrosine phosphorylation"	"BP"
"GO:0072103"	0.000269674983177395	1	4	4	"glomerulus vasculature morphogenesis"	"BP"
"GO:0072104"	0.000269674983177395	1	4	4	"glomerular capillary formation"	"BP"
"GO:0001935"	0.000274550807293381	0.999900655262757	23	86	"endothelial cell proliferation"	"BP"
"GO:0002790"	0.000277776434774718	0.999870851894104	37	164	"peptide secretion"	"BP"
"GO:0051179"	0.000277839116579912	0.999774795875833	556	3913	"localization"	"BP"
"GO:0002684"	0.000278227606615466	0.999822995501522	97	547	"positive regulation of immune system process"	"BP"
"GO:0048598"	0.000293010402420405	0.999823965125768	77	408	"embryonic morphogenesis"	"BP"
"GO:0019229"	0.000308987570730172	0.999923147750658	14	40	"regulation of vasoconstriction"	"BP"
"GO:0007193"	0.000309528344630045	0.999940433716955	11	27	"adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway"	"BP"
"GO:0045669"	0.000309956695314684	0.999917683719322	15	45	"positive regulation of osteoblast differentiation"	"BP"
"GO:0048699"	0.000327490899956987	0.999770938551496	151	906	"generation of neurons"	"BP"
"GO:0043169"	0.000329281263515155	0.9997392925899	392	2657	"cation binding"	"MF"
"GO:0030072"	0.000334762724541045	0.999844535588223	36	159	"peptide hormone secretion"	"BP"
"GO:0008191"	0.000345507143384059	0.999985425652359	5	7	"metalloendopeptidase inhibitor activity"	"MF"
"GO:0048551"	0.000345507143384059	0.999985425652359	5	7	"metalloenzyme inhibitor activity"	"MF"
"00380"	0.000348397685888599	0.999918042797471	13	36	"Tryptophan metabolism"	"KEGG"
"GO:0032103"	0.000349234395969016	0.99982970601965	40	186	"positive regulation of response to external stimulus"	"BP"
"GO:0015293"	0.000362200247355219	0.999859701538484	25	95	"symporter activity"	"MF"
"GO:0009084"	0.000366297541460329	0.999953484122172	8	16	"glutamine family amino acid biosynthetic process"	"BP"
"GO:0035249"	0.000366388780757523	0.999901042933273	15	45	"synaptic transmission, glutamatergic"	"BP"
"GO:0045778"	0.000371634287384772	0.999883389589973	18	60	"positive regulation of ossification"	"BP"
"GO:0019216"	0.000382288942275049	0.999799524826582	48	232	"regulation of lipid metabolic process"	"BP"
"GO:0048246"	0.000384144667922292	0.999930367662488	10	25	"macrophage chemotaxis"	"BP"
"GO:0045667"	0.000392453795291086	0.999854100042173	23	86	"regulation of osteoblast differentiation"	"BP"
"GO:0061383"	0.000393094872064822	0.999913374971481	12	32	"trabecula morphogenesis"	"BP"
"GO:0006739"	0.000395164429744491	0.99991211448504	12	33	"NADP metabolic process"	"BP"
"00030"	0.000402165048765595	0.999927709222409	10	24	"Pentose phosphate pathway"	"KEGG"
"GO:0015347"	0.000403712675194491	0.99994793125487	8	16	"sodium-independent organic anion transmembrane transporter activity"	"MF"
"GO:0035239"	0.000410197406985663	0.999770038965664	58	291	"tube morphogenesis"	"BP"
"00250"	0.000420327412970019	0.999914915171153	11	28	"Alanine, aspartate and glutamate metabolism"	"KEGG"
"GO:0008009"	0.000422945542266465	0.999929869770815	9	23	"chemokine activity"	"MF"
"GO:0048762"	0.000423319777672899	0.99982014969764	29	118	"mesenchymal cell differentiation"	"BP"
"GO:0043408"	0.000423544802099022	0.999735993700273	84	460	"regulation of MAPK cascade"	"BP"
"GO:0005515"	0.000430535156565217	0.999643590309602	813	5907	"protein binding"	"MF"
"GO:0046364"	0.000435917862284641	0.999860863108226	18	61	"monosaccharide biosynthetic process"	"BP"
"GO:0035295"	0.000436506076802384	0.999729271721119	82	446	"tube development"	"BP"
"GO:0097529"	0.000436558763370394	0.999827369511283	25	101	"myeloid leukocyte migration"	"BP"
"GO:0030195"	0.000438032435555835	0.999893544412333	13	37	"negative regulation of blood coagulation"	"BP"
